"Subcrsiption","VMName","ResourceGroup","VaultName","StartTime","EndTime","Duration","Status","Backup","SupportedBy","BackupTag","Environment","SubscriptionId","VMID"
"8107-Comm CAR DMZ","VMC8107DA011","8107c-rg-car-dmz-fsp-bpm-d","RSVCARHQM0P06","12/1/2024 4:33:04 AM","12/1/2024 6:59:14 AM","02:26:09.4835721","Completed","Configured","LTIM","True","prod","018c1167-de9d-482f-bcd0-c21a37ecf6c6","/subscriptions/018c1167-de9d-482f-bcd0-c21a37ecf6c6/resourceGroups/8107C-RG-CAR-DMZ-FSP-BPM-D/providers/Microsoft.Compute/virtualMachines/VMC8107DA011"
"8107-Comm CAR DMZ","VMC8107DA033","8107c-rg-car-dmz-fsp-bpm-d","RSVCARHQM0P06","12/1/2024 4:32:16 AM","12/1/2024 7:13:25 AM","02:41:09.3425574","Completed","Configured","LTIM","True","dev","018c1167-de9d-482f-bcd0-c21a37ecf6c6","/subscriptions/018c1167-de9d-482f-bcd0-c21a37ecf6c6/resourceGroups/8107c-rg-car-dmz-fsp-bpm-d/providers/Microsoft.Compute/virtualMachines/VMC8107DA033"
"8107-Comm CAR DMZ","XNWP686","8107c-rg-car-dmz-fsp-csmsp-p","RSVCARHQM0P06","12/1/2024 5:36:18 AM","12/1/2024 8:17:28 AM","02:41:09.0465608","Completed","Configured","LTIM","True","Prd","018c1167-de9d-482f-bcd0-c21a37ecf6c6","/subscriptions/018c1167-de9d-482f-bcd0-c21a37ecf6c6/resourceGroups/8107C-RG-CAR-DMZ-FSP-CSMSP-P/providers/Microsoft.Compute/virtualMachines/XNWP686"
"8107-Comm CAR DMZ","XMNT150VM","8107c-rg-car-dmz-fsp-csmsp-s","RSVCARHQM0P06","12/1/2024 5:39:27 AM","12/1/2024 8:20:36 AM","02:41:09.0563653","Completed","Configured","LTIM","True","Stg","018c1167-de9d-482f-bcd0-c21a37ecf6c6","/subscriptions/018c1167-de9d-482f-bcd0-c21a37ecf6c6/resourceGroups/8107C-RG-CAR-DMZ-FSP-CSMSP-S/providers/Microsoft.Compute/virtualMachines/XMNT150VM"
"8107-Comm CAR DMZ","VMC8107PA169","8107c-rg-car-dmz-fsp-mobileportal-p","RSVCARHQM0P06","12/1/2024 4:37:42 AM","12/1/2024 7:03:50 AM","02:26:08.8431604","Completed","Configured","LTIM","True","prod","018c1167-de9d-482f-bcd0-c21a37ecf6c6","/subscriptions/018c1167-de9d-482f-bcd0-c21a37ecf6c6/resourceGroups/8107c-rg-car-dmz-fsp-mobileportal-p/providers/Microsoft.Compute/virtualMachines/VMC8107PA169"
"8107-Comm CAR DMZ","VMC8107TA017","8107c-rg-car-dmz-fsp-mobileportal-t","RSVCARHQM0P06","12/1/2024 4:38:38 AM","12/1/2024 7:04:48 AM","02:26:09.9797552","Completed","Configured","LTIM","True","dev","018c1167-de9d-482f-bcd0-c21a37ecf6c6","/subscriptions/018c1167-de9d-482f-bcd0-c21a37ecf6c6/resourceGroups/8107c-rg-car-dmz-fsp-mobileportal-t/providers/Microsoft.Compute/virtualMachines/VMC8107TA017"
"CIAT","VMCHVACPW001","ciat-net","rsvcarhvacp01","11/30/2024 11:35:57 PM","12/1/2024 4:47:11 AM","05:11:13.8167455","Completed","Configured","LTIM","True","prod","084bd91e-ba18-4e16-aae6-b35378ed85a6","/subscriptions/084bd91e-ba18-4e16-aae6-b35378ed85a6/resourceGroups/CIAT-NET/providers/Microsoft.Compute/virtualMachines/VMCHVACPW001"
"8268-Comm CAR Public","VMC8268DA003","8268c-rg-car-mp5-hvc-bpm-d","RSVCARHVCM5BPM01","12/1/2024 12:39:17 AM","12/1/2024 1:35:29 AM","00:56:12.1921767","Completed","Configured","LTIM","True","dev","0f9df63d-7fb8-404b-b603-453f4a620a6b","/subscriptions/0f9df63d-7fb8-404b-b603-453f4a620a6b/resourceGroups/8268c-rg-car-mp5-hvc-bpm-d/providers/Microsoft.Compute/virtualMachines/VMC8268DA003"
"8268-Comm CAR Public","VMC8268DA004","8268c-rg-car-mp5-hvc-bpm-d","RSVCARHVCM5BPM01","12/1/2024 12:39:54 AM","12/1/2024 1:21:06 AM","00:41:12.0095525","Completed","Configured","LTIM","True","dev","0f9df63d-7fb8-404b-b603-453f4a620a6b","/subscriptions/0f9df63d-7fb8-404b-b603-453f4a620a6b/resourceGroups/8268c-rg-car-mp5-hvc-bpm-d/providers/Microsoft.Compute/virtualMachines/VMC8268DA004"
"8268-Comm CAR Public","VMC8268PA001","8268c-rg-car-mp5-hvc-bpm-p","RSVCARHVCM5BPM01","12/1/2024 12:39:47 AM","12/1/2024 1:50:59 AM","01:11:12.3624003","Completed","Configured","LTIM","True","prod","0f9df63d-7fb8-404b-b603-453f4a620a6b","/subscriptions/0f9df63d-7fb8-404b-b603-453f4a620a6b/resourceGroups/8268c-rg-car-mp5-hvc-bpm-p/providers/Microsoft.Compute/virtualMachines/VMC8268PA001"
"Flexem","fboxltstserver","fbox_res","fbox-vault","11/30/2024 6:40:01 PM","11/30/2024 9:21:12 PM","02:41:11.0928996","Completed","Configured","LTIM","True","dev","0fa5ebfc-f715-4fb3-bc59-81a788ba7271","/subscriptions/0fa5ebfc-f715-4fb3-bc59-81a788ba7271/resourceGroups/fbox_res/providers/Microsoft.Compute/virtualMachines/fboxltstserver"
"Flexem","fboxserver","fbox_res","fbox-vault","11/30/2024 6:37:49 PM","11/30/2024 9:19:01 PM","02:41:12.9143783","Completed","Configured","LTIM","True","dev","0fa5ebfc-f715-4fb3-bc59-81a788ba7271","/subscriptions/0fa5ebfc-f715-4fb3-bc59-81a788ba7271/resourceGroups/fbox_res/providers/Microsoft.Compute/virtualMachines/fboxserver"
"8268-Comm CAR DCE","VMC8268PA010","8268c-rg-car-dce-hvc-bpm-p","RSVCARHQM0P18","11/30/2024 11:41:01 PM","12/1/2024 12:22:12 AM","00:41:11.5053298","Completed","Configured","LTIM","True","prod","12e2e266-9ba0-43df-8b91-2a31f4967e98","/subscriptions/12e2e266-9ba0-43df-8b91-2a31f4967e98/resourceGroups/8268c-rg-car-dce-hvc-bpm-p/providers/Microsoft.Compute/virtualMachines/VMC8268PA010"
"8268-Comm CAR DCE","VMC8268PA025","8268c-rg-car-dce-hvc-bpm-p","RSVCARHQM0P18","11/30/2024 11:39:40 PM","12/1/2024 1:05:52 AM","01:26:12.2024978","Completed","Configured","LTIM","True","prod","12e2e266-9ba0-43df-8b91-2a31f4967e98","/subscriptions/12e2e266-9ba0-43df-8b91-2a31f4967e98/resourceGroups/8268C-RG-CAR-DCE-HVC-BPM-P/providers/Microsoft.Compute/virtualMachines/VMC8268PA025"
"8268-Comm CAR DCE","VMC8268PD002","8268c-rg-car-dce-hvc-bpm-p","RSVCARHQM0P18","11/30/2024 11:32:17 PM","12/1/2024 12:28:29 AM","00:56:12.0934453","Completed","Configured","LTIM","True","prod","12e2e266-9ba0-43df-8b91-2a31f4967e98","/subscriptions/12e2e266-9ba0-43df-8b91-2a31f4967e98/resourceGroups/8268C-RG-CAR-DCE-HVC-BPM-P/providers/Microsoft.Compute/virtualMachines/VMC8268PD002"
"8268-Comm CAR DCE","VMC8268PV470","8268c-rg-car-dce-hvc-ecoenergy-p","RSVCARHQM0P18","12/1/2024 8:05:30 AM","12/1/2024 8:16:12 AM","00:10:41.5078938","Completed","Configured","LTIM",,,"12e2e266-9ba0-43df-8b91-2a31f4967e98","/subscriptions/12e2e266-9ba0-43df-8b91-2a31f4967e98/resourceGroups/8268C-RG-CAR-DCE-HVC-ECOENERGY-P/providers/Microsoft.Compute/virtualMachines/VMC8268PV470"
"8268-Comm CAR DCE","VMC8268RA004","8268c-rg-car-dce-hvc-sapeccindiadrinstance-p","RSVCARHQM0P28","11/30/2024 11:37:49 PM","12/1/2024 3:20:03 AM","03:42:13.5899551","Completed","Configured","LTIM","True","Prod","12e2e266-9ba0-43df-8b91-2a31f4967e98","/subscriptions/12e2e266-9ba0-43df-8b91-2a31f4967e98/resourceGroups/8268C-RG-CAR-DCE-HVC-SAPECCINDIADRINSTANCE-P/providers/Microsoft.Compute/virtualMachines/VMC8268RA004"
"8268-Comm CAR DCE","VMC8268RA001","8268c-rg-car-dce-hvc-sapnorthasia-r","RSVCARHQM0P18","11/30/2024 11:34:35 PM","12/1/2024 3:31:37 AM","03:57:01.7745032","Completed","Configured","LTIM","True","Prd","12e2e266-9ba0-43df-8b91-2a31f4967e98","/subscriptions/12e2e266-9ba0-43df-8b91-2a31f4967e98/resourceGroups/8268c-rg-car-dce-hvc-sapnorthasia-r/providers/Microsoft.Compute/virtualMachines/VMC8268RA001"
"8268-Comm CAR DCE","VMC8268RA002","8268c-rg-car-dce-hvc-sapnorthasia-r","RSVCARHQM0P18","11/30/2024 11:35:38 PM","12/1/2024 1:01:51 AM","01:26:13.4311564","Completed","Configured","LTIM","True","Prd","12e2e266-9ba0-43df-8b91-2a31f4967e98","/subscriptions/12e2e266-9ba0-43df-8b91-2a31f4967e98/resourceGroups/8268c-rg-car-dce-hvc-sapnorthasia-r/providers/Microsoft.Compute/virtualMachines/VMC8268RA002"
"8268-Comm CAR DCE","VMC8268PA016","8268c-rg-car-dce-hvc-sapsingaporedr-p","RSVCARHQM0P18","11/30/2024 11:37:18 PM","12/1/2024 3:18:34 AM","03:41:15.9095016","Completed","Configured","LTIM","True","Prd","12e2e266-9ba0-43df-8b91-2a31f4967e98","/subscriptions/12e2e266-9ba0-43df-8b91-2a31f4967e98/resourceGroups/8268c-rg-car-dce-hvc-sapsingaporedr-p/providers/Microsoft.Compute/virtualMachines/VMC8268PA016"
"(Production - IaaS) - ALC HQ","CMASALCDIGIAP02","cmasalcdginfrarsg01","CMASALCDGINFRARSV01","12/1/2024 2:02:45 AM","12/1/2024 2:58:57 AM","00:56:11.6524781","Completed","Configured","LTIM","True","Prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/CMASALCDGINFRARSG01/providers/Microsoft.Compute/virtualMachines/CMASALCDIGIAP02"
"(Production - IaaS) - ALC HQ","CMUSAHDALCDRD01","cmusahdalcdrsg01","CMUSEEDALCDRSV01","12/1/2024 2:14:46 AM","12/1/2024 4:56:00 AM","02:41:13.8599431","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdalcdrsg01/providers/Microsoft.Compute/virtualMachines/CMUSAHDALCDRD01"
"(Production - IaaS) - ALC HQ","CMUSAHDALCDRD02","cmusahdalcdrsg01","CMUSEEDALCDRSV01","12/1/2024 2:15:44 AM","12/1/2024 4:57:13 AM","02:41:28.7985014","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdalcdrsg01/providers/Microsoft.Compute/virtualMachines/CMUSAHDALCDRD02"
"(Production - IaaS) - ALC HQ","CMUSAHDALCWDAP1","cmusahdalcdrsg01","CMUSEEDALCDRSV02","12/1/2024 2:23:16 AM","12/1/2024 7:35:29 AM","05:12:12.1689180","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdalcdrsg01/providers/Microsoft.Compute/virtualMachines/CMUSAHDALCWDAP1"
"(Production - IaaS) - ALC HQ","CMUSAHDALCWDAP2","cmusahdalcdrsg01","CMUSEEDALCDRSV02","12/1/2024 2:24:51 AM","12/1/2024 5:21:19 AM","02:56:28.1558347","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdalcdrsg01/providers/Microsoft.Compute/virtualMachines/CMUSAHDALCWDAP2"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8035","cmusahdalcdrsg01","CMUSALCPRV-01","12/1/2024 2:38:42 AM","12/1/2024 5:35:32 AM","02:56:49.1167354","Completed","Configured","LTIM","True","Prd","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/CMUSAHDALCDRSG01/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8035"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8241","cmusahdalcdrsg01","CMUSAHDWCTLDRSV01","12/1/2024 2:15:41 AM","12/1/2024 5:12:43 AM","02:57:02.1543410","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdalcdrsg01/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8241"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8251","cmusahdalcdrsg01","CMUSAHDWCTLDRSV01","12/1/2024 2:19:40 AM","12/1/2024 5:31:21 AM","03:11:41.0153899","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdalcdrsg01/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8251"
"(Production - IaaS) - ALC HQ","CMUSAHDALCWDAP6","cmusahdalcvdrsg03","CMUSAHDWCTLDRSV02","12/1/2024 2:24:43 AM","12/1/2024 5:20:55 AM","02:56:12.4573530","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdalcvdrsg03/providers/Microsoft.Compute/virtualMachines/CMUSAHDALCWDAP6"
"(Production - IaaS) - ALC HQ","CMUSAHDALCWDAP9","cmusahdalcvdrsg03","CMUSAHDWCTLDRSV02","12/1/2024 2:28:52 AM","12/1/2024 5:55:45 AM","03:26:53.5907524","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdalcvdrsg03/providers/Microsoft.Compute/virtualMachines/CMUSAHDALCWDAP9"
"(Production - IaaS) - ALC HQ","CMUSAHDTHPCASA1","cmusahdalcvdrsg04",,,,,,"Not Configured","LTIM","False","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdalcvdrsg04/providers/Microsoft.Compute/virtualMachines/CMUSAHDTHPCASA1"
"(Production - IaaS) - ALC HQ","CMUSAHDALCWDAP8","cmusahdwctldrsg02","CMUSAHDWCTLDRSV02","12/1/2024 2:31:02 AM","12/1/2024 5:27:35 AM","02:56:33.4287314","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSAHDALCWDAP8"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8025","cmusahdwctldrsg02","CMUSALCPRV-01","12/1/2024 2:42:14 AM","12/1/2024 5:54:03 AM","03:11:49.3338799","Completed","Configured","LTIM","True","Prd","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8025"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8045","cmusahdwctldrsg02","CMUSALCPRV-01","12/1/2024 2:42:24 AM","12/1/2024 5:54:35 AM","03:12:10.1764050","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8045"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8055","cmusahdwctldrsg02","CMUSALCPRV-01","12/1/2024 2:38:34 AM","12/1/2024 5:49:47 AM","03:11:12.7397113","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8055"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8065","cmusahdwctldrsg02","CMUSALCPRV-01","12/1/2024 2:43:26 AM","12/1/2024 5:39:51 AM","02:56:24.8156804","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8065"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8085","cmusahdwctldrsg02","CMUSEEDALCDRSV02","12/1/2024 2:25:01 AM","12/1/2024 5:21:52 AM","02:56:51.3525247","Completed","Configured","LTIM","True"," prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8085"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8095","cmusahdwctldrsg02","CMUSALCPRV-01","12/1/2024 2:41:44 AM","12/1/2024 5:38:25 AM","02:56:41.1895556","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8095"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8101","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:23:47 AM","12/1/2024 5:36:05 AM","03:12:17.5043087","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8101"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8111","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:19:20 AM","12/1/2024 5:30:58 AM","03:11:38.0368959","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8111"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8121","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:23:03 AM","12/1/2024 5:19:27 AM","02:56:24.4028504","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8121"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8131","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:23:18 AM","12/1/2024 5:34:51 AM","03:11:33.3428091","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8131"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8141","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:24:28 AM","12/1/2024 5:21:46 AM","02:57:18.6161901","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8141"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8151","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:22:34 AM","12/1/2024 5:19:38 AM","02:57:03.6558302","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8151"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8161","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:19:18 AM","12/1/2024 5:16:41 AM","02:57:23.6311990","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8161"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8171","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:23:38 AM","12/1/2024 5:21:10 AM","02:57:32.0514415","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8171"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8181","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:20:45 AM","12/1/2024 5:17:21 AM","02:56:36.1885410","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8181"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8191","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:19:18 AM","12/1/2024 5:30:43 AM","03:11:25.0395123","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/CMUSAHDWCTLDRSG02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8191"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8201","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:19:59 AM","12/1/2024 5:31:25 AM","03:11:26.8562063","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8201"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8211","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:23:53 AM","12/1/2024 5:35:31 AM","03:11:38.2613237","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8211"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8221","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:23:26 AM","12/1/2024 5:19:56 AM","02:56:30.0595297","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8221"
"(Production - IaaS) - ALC HQ","CMUSALCWCPA8231","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:19:23 AM","12/1/2024 5:15:44 AM","02:56:21.3488794","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPA8231"
"(Production - IaaS) - ALC HQ","CMUSALCWCPAP821","cmusahdwctldrsg02","CMUSAHDWCTLDRSV02","12/1/2024 2:33:55 AM","12/1/2024 5:30:22 AM","02:56:26.9703781","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPAP821"
"(Production - IaaS) - ALC HQ","CMUSALCWCPAP831","cmusahdwctldrsg02","CMUSAHDWCTLDRSV02","12/1/2024 2:24:34 AM","12/1/2024 5:23:31 AM","02:58:56.0400108","Completed","Configured","LTIM","True","Prd","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/CMUSAHDWCTLDRSG02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPAP831"
"(Production - IaaS) - ALC HQ","CMUSALCWCPAP841","cmusahdwctldrsg02","CMUSAHDWCTLDRSV02","12/1/2024 2:33:30 AM","12/1/2024 5:30:26 AM","02:56:55.7747348","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPAP841"
"(Production - IaaS) - ALC HQ","CMUSALCWCPAP861","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 12:47:46 AM","12/1/2024 3:13:57 AM","02:26:10.7762765","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPAP861"
"(Production - IaaS) - ALC HQ","CMUSALCWCPAP871","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:20:32 AM","12/1/2024 5:17:09 AM","02:56:37.7959934","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPAP871"
"(Production - IaaS) - ALC HQ","CMUSALCWCPAP881","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:22:15 AM","12/1/2024 5:19:50 AM","02:57:35.5423749","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPAP881"
"(Production - IaaS) - ALC HQ","CMUSALCWCPAP891","cmusahdwctldrsg02","CMUSAHDWCTLDRSV01","12/1/2024 2:19:23 AM","12/1/2024 5:01:28 AM","02:42:05.4409551","Completed","Configured","LTIM","True","prod","14a922d4-4ff0-433e-80dc-5537a34fbde0","/subscriptions/14a922d4-4ff0-433e-80dc-5537a34fbde0/resourceGroups/cmusahdwctldrsg02/providers/Microsoft.Compute/virtualMachines/CMUSALCWCPAP891"
