"Subcrsiption","VMName","ResourceGroup","VaultName","StartTime","EndTime","Duration","Status","Backup","SupportedBy","BackupTag","Environment","SubscriptionId","VMID"
"8036-Comm CAR DCE","VMC8036PV467","8036c-rg-car-dce-whq-wvd02-p","RSVCARHQM0P27","12/1/2024 8:09:37 AM","12/1/2024 8:18:17 AM","00:08:40.0326354","Completed","Configured","LTIM","True","prod","6cc70dba-51d0-46d1-9ada-f84ab60a7c87","/subscriptions/6cc70dba-51d0-46d1-9ada-f84ab60a7c87/resourceGroups/8036C-RG-CAR-DCE-WHQ-WVD02-P/providers/Microsoft.Compute/virtualMachines/VMC8036PV467"
"8036-Comm CAR DCE","VMC8036PV472","8036c-rg-car-dce-whq-wvd02-p","RSVCARHQM0P27","12/1/2024 8:03:51 AM","12/1/2024 8:12:29 AM","00:08:38.0398834","Completed","Configured","LTIM",,"Prd","6cc70dba-51d0-46d1-9ada-f84ab60a7c87","/subscriptions/6cc70dba-51d0-46d1-9ada-f84ab60a7c87/resourceGroups/8036c-rg-car-dce-whq-wvd02-p/providers/Microsoft.Compute/virtualMachines/VMC8036PV472"
"8036-Comm CAR DCE","VMC8036PV473","8036c-rg-car-dce-whq-wvd02-p","RSVCARHQM0P27","12/1/2024 8:09:56 AM","12/1/2024 8:18:36 AM","00:08:39.3535377","Completed","Configured","LTIM",,"?Prod","6cc70dba-51d0-46d1-9ada-f84ab60a7c87","/subscriptions/6cc70dba-51d0-46d1-9ada-f84ab60a7c87/resourceGroups/8036c-rg-car-dce-whq-wvd02-p/providers/Microsoft.Compute/virtualMachines/VMC8036PV473"
"8036-Comm CAR DCE","VMC8036PV474","8036c-rg-car-dce-whq-wvd02-p",,,,,,"Not Configured","LTIM",,"Prd","6cc70dba-51d0-46d1-9ada-f84ab60a7c87","/subscriptions/6cc70dba-51d0-46d1-9ada-f84ab60a7c87/resourceGroups/8036C-RG-CAR-DCE-WHQ-WVD02-P/providers/Microsoft.Compute/virtualMachines/VMC8036PV474"
"8036-Comm CAR DCE","VMC8036PV476","8036c-rg-car-dce-whq-wvd02-p",,,,,,"Not Configured","LTIM","False",,"6cc70dba-51d0-46d1-9ada-f84ab60a7c87","/subscriptions/6cc70dba-51d0-46d1-9ada-f84ab60a7c87/resourceGroups/8036C-RG-CAR-DCE-WHQ-WVD02-P/providers/Microsoft.Compute/virtualMachines/VMC8036PV476"
"8036-Comm CAR DCE","VMC8036PV477","8036c-rg-car-dce-whq-wvd02-p",,,,,,"Not Configured","LTIM","False",,"6cc70dba-51d0-46d1-9ada-f84ab60a7c87","/subscriptions/6cc70dba-51d0-46d1-9ada-f84ab60a7c87/resourceGroups/8036c-rg-car-dce-whq-wvd02-p/providers/Microsoft.Compute/virtualMachines/VMC8036PV477"
"8036-Comm CAR DCE","VMC8036PV484","8036c-rg-car-dce-whq-wvd02-p","RSVCARHQM0P27","12/1/2024 8:06:58 AM","12/1/2024 8:15:38 AM","00:08:39.5821225","Completed","Configured","LTIM","True",,"6cc70dba-51d0-46d1-9ada-f84ab60a7c87","/subscriptions/6cc70dba-51d0-46d1-9ada-f84ab60a7c87/resourceGroups/8036C-RG-CAR-DCE-WHQ-WVD02-P/providers/Microsoft.Compute/virtualMachines/VMC8036PV484"
"8036-Comm CAR DCE","VMC8036PV485","8036c-rg-car-dce-whq-wvd02-p","RSVCARHQM0P27","12/1/2024 8:06:39 AM","12/1/2024 8:15:18 AM","00:08:39.0333042","Completed","Configured","LTIM","True",,"6cc70dba-51d0-46d1-9ada-f84ab60a7c87","/subscriptions/6cc70dba-51d0-46d1-9ada-f84ab60a7c87/resourceGroups/8036C-RG-CAR-DCE-WHQ-WVD02-P/providers/Microsoft.Compute/virtualMachines/VMC8036PV485"
"8036-Comm CAR DCE","VMC8036PV520","8036c-rg-car-dce-whq-zscalerops-p","RSVCARHQM0P27","12/1/2024 8:08:00 AM","12/1/2024 8:16:40 AM","00:08:39.5480798","Completed","Configured","LTIM","True","prod","6cc70dba-51d0-46d1-9ada-f84ab60a7c87","/subscriptions/6cc70dba-51d0-46d1-9ada-f84ab60a7c87/resourceGroups/8036C-RG-CAR-DCE-WHQ-ZSCALEROPS-P/providers/Microsoft.Compute/virtualMachines/VMC8036PV520"
"8036-Comm CAR DCE","VMC8036PV457","8036c-rg-car-dce-wipro-cmxe-p","RSVCARHQM0P27","12/1/2024 8:02:28 AM","12/1/2024 8:11:15 AM","00:08:46.4045245","Completed","Configured","LTIM",,"?Production","6cc70dba-51d0-46d1-9ada-f84ab60a7c87","/subscriptions/6cc70dba-51d0-46d1-9ada-f84ab60a7c87/resourceGroups/8036c-rg-car-dce-wipro-cmxe-p/providers/Microsoft.Compute/virtualMachines/VMC8036PV457"
"8036-Comm CAR DCE","CHKSTA0X","8036c-rg-chb-dce-chb-rpa-p","RSVCARHQM0P08","11/30/2024 11:34:55 PM","12/1/2024 1:31:10 AM","01:56:15.2852927","Completed","Configured","LTIM","True","prod","6cc70dba-51d0-46d1-9ada-f84ab60a7c87","/subscriptions/6cc70dba-51d0-46d1-9ada-f84ab60a7c87/resourceGroups/8036C-RG-CHB-DCE-CHB-RPA-P/providers/Microsoft.Compute/virtualMachines/CHKSTA0X"
"7222-Comm CAR DTO","VMC7222PA235","7222-rg-car-dce-dto-activedirectory-p","rsvcarhqm0p01","12/1/2024 6:04:45 AM","12/1/2024 7:15:55 AM","01:11:09.6861696","Completed","Configured","LTIM","True","prod","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-rg-car-dce-dto-activedirectory-p/providers/Microsoft.Compute/virtualMachines/VMC7222PA235"
"7222-Comm CAR DTO","VMC7222PC012","7222-rg-car-dce-dto-activedirectory-p","rsvcarhqm0p01","12/1/2024 4:44:37 AM","12/1/2024 6:25:46 AM","01:41:09.2973865","Completed","Configured","LTIM","True","prod","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-rg-car-dce-dto-activedirectory-p/providers/Microsoft.Compute/virtualMachines/VMC7222PC012"
"7222-Comm CAR DTO","VMC7222PC013","7222-rg-car-dce-dto-activedirectory-p","rsvcarhqm0p01","12/1/2024 4:44:55 AM","12/1/2024 6:26:05 AM","01:41:09.7462486","Completed","Configured","LTIM","True","Prod","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-rg-car-dce-dto-activedirectory-p/providers/Microsoft.Compute/virtualMachines/VMC7222PC013"
"7222-Comm CAR DTO","VMC7222PC014","7222-rg-car-dce-dto-activedirectory-p","rsvcarhqm0p01","12/1/2024 4:49:01 AM","12/1/2024 6:30:10 AM","01:41:09.3179614","Completed","Configured","LTIM","True","Prod","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-rg-car-dce-dto-activedirectory-p/providers/Microsoft.Compute/virtualMachines/VMC7222PC014"
"7222-Comm CAR DTO","VMC7222PC015","7222-rg-car-dce-dto-activedirectory-p","rsvcarhqm0p01","12/1/2024 4:49:47 AM","12/1/2024 6:15:56 AM","01:26:09.3244467","Completed","Configured","LTIM","True","prod","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-rg-car-dce-dto-activedirectory-p/providers/Microsoft.Compute/virtualMachines/VMC7222PC015"
"7222-Comm CAR DTO","VMC7222PC016","7222-rg-car-dce-dto-activedirectory-p","rsvcarhqm0p01","12/1/2024 4:46:12 AM","12/1/2024 6:12:21 AM","01:26:08.4940650","Completed","Configured","LTIM","True","prod","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-rg-car-dce-dto-activedirectory-p/providers/Microsoft.Compute/virtualMachines/VMC7222PC016"
"7222-Comm CAR DTO","VMC7222PC017","7222-rg-car-dce-dto-activedirectory-p","rsvcarhqm0p01","12/1/2024 4:50:17 AM","12/1/2024 6:16:27 AM","01:26:09.9280281","Completed","Configured","LTIM","True","Prod","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-RG-CAR-DCE-DTO-ACTIVEDIRECTORY-P/providers/Microsoft.Compute/virtualMachines/VMC7222PC017"
"7222-Comm CAR DTO","VMC7222PC018","7222-rg-car-dce-dto-activedirectory-p","rsvcarhqm0p01","12/1/2024 4:51:56 AM","12/1/2024 6:18:06 AM","01:26:09.5458453","Completed","Configured","LTIM","True"," prod","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-rg-car-dce-dto-activedirectory-p/providers/Microsoft.Compute/virtualMachines/VMC7222PC018"
"7222-Comm CAR DTO","VMC7222PC020","7222-rg-car-dce-dto-activedirectory-p","rsvcarhqm0p01","12/1/2024 4:48:11 AM","12/1/2024 6:14:20 AM","01:26:09.3383586","Completed","Configured","LTIM","True","Prd","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-RG-CAR-DCE-DTO-ACTIVEDIRECTORY-P/providers/Microsoft.Compute/virtualMachines/VMC7222PC020"
"7222-Comm CAR DTO","VMC7222PC021","7222-rg-car-dce-dto-activedirectory-p","rsvcarhqm0p01","12/1/2024 4:45:30 AM","12/1/2024 5:56:39 AM","01:11:09.7133324","Completed","Configured","LTIM",,"Prd","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-RG-CAR-DCE-DTO-ACTIVEDIRECTORY-P/providers/Microsoft.Compute/virtualMachines/VMC7222PC021"
"7222-Comm CAR DTO","VMC7222PA267","7222-rg-car-dmz-dto-activedirectory-p","rsvcarhqm0p01","12/1/2024 6:08:55 AM","12/1/2024 7:20:06 AM","01:11:10.2249031","Completed","Configured","LTIM","True","prod","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-rg-car-dmz-dto-activedirectory-p/providers/Microsoft.Compute/virtualMachines/VMC7222PA267"
"7222-Comm CAR DTO","VMC7222PC0011","7222-rg-car-dmz-dto-activedirectory-p","rsvcarhqm0p01","12/1/2024 4:51:55 AM","12/1/2024 6:03:05 AM","01:11:09.6837792","Completed","Configured","LTIM","True","prod","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-rg-car-dmz-dto-activedirectory-p/providers/Microsoft.Compute/virtualMachines/VMC7222PC0011"
"7222-Comm CAR DTO","VMC7222PC0012","7222-rg-car-dmz-dto-activedirectory-p","rsvcarhqm0p01","12/1/2024 4:44:34 AM","12/1/2024 5:55:43 AM","01:11:09.5460600","Completed","Configured","LTIM","True","prod","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-rg-car-dmz-dto-activedirectory-p/providers/Microsoft.Compute/virtualMachines/VMC7222PC0012"
"7222-Comm CAR DTO","VMC7222PC009","7222-rg-car-dmz-dto-activedirectory-p","rsvcarhqm0p01","12/1/2024 6:05:05 AM","12/1/2024 7:16:15 AM","01:11:09.7576761","Completed","Configured","LTIM","True","prod","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-rg-car-dmz-dto-activedirectory-p/providers/Microsoft.Compute/virtualMachines/VMC7222PC009"
"7222-Comm CAR DTO","VMC7222PC010","7222-rg-car-dmz-dto-activedirectory-p","rsvcarhqm0p01","11/30/2024 6:13:21 AM","11/30/2024 9:04:38 AM","02:51:17.0005791","Completed","Configured","LTIM","True","prod","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-rg-car-dmz-dto-activedirectory-p/providers/Microsoft.Compute/virtualMachines/VMC7222PC010"
"7222-Comm CAR DTO","VMCHQM0PA001","7222-rg-car-dmz-dto-activedirectory-p","rsvcarhqm0p01","12/1/2024 4:53:10 AM","12/1/2024 6:19:19 AM","01:26:08.9247902","Completed","Configured","LTIM","True","prod","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-rg-car-dmz-dto-activedirectory-p/providers/Microsoft.Compute/virtualMachines/VMCHQM0PA001"
"7222-Comm CAR DTO","VMCDTM0PT003","7222-rg-car-dmz-dto-jumpstations-p","rsvcarhqm0p01","12/1/2024 4:48:53 AM","12/1/2024 6:15:02 AM","01:26:09.2792975","Completed","Configured","LTIM","True","prod","8e0db8ae-d9b2-4377-8821-b1b6305fba21","/subscriptions/8e0db8ae-d9b2-4377-8821-b1b6305fba21/resourceGroups/7222-rg-car-dmz-dto-jumpstations-p/providers/Microsoft.Compute/virtualMachines/VMCDTM0PT003"
"Microsoft Azure Enterprise(Supra)","bissupsqaap01","ccssupne-drrgsup","SupraRSVault","12/1/2024 2:17:24 AM","12/1/2024 6:28:36 AM","04:11:12.3249296","Completed","Configured","LTIM","True","dev","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupne-drrgsup/providers/Microsoft.Compute/virtualMachines/bissupsqaap01"
"Microsoft Azure Enterprise(Supra)","bissupsqadrdb01","ccssupne-drrgsup","SupraRSVault","12/1/2024 2:20:12 AM","12/1/2024 5:31:24 AM","03:11:11.9592291","Completed","Configured","LTIM","True","dev","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupne-drrgsup/providers/Microsoft.Compute/virtualMachines/bissupsqadrdb01"
"Microsoft Azure Enterprise(Supra)","bissupsqawa01","ccssupne-drrgsup","SupraRSVault","12/1/2024 2:22:26 AM","12/1/2024 5:33:38 AM","03:11:11.8114738","Completed","Configured","LTIM","True","dev","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupne-drrgsup/providers/Microsoft.Compute/virtualMachines/bissupsqawa01"
"Microsoft Azure Enterprise(Supra)","bissupsqawb01","ccssupne-drrgsup","SupraRSVault","12/1/2024 2:24:23 AM","12/1/2024 6:35:36 AM","04:11:12.4425331","Completed","Configured","LTIM","True","dev","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupne-drrgsup/providers/Microsoft.Compute/virtualMachines/bissupsqawb01"
"Microsoft Azure Enterprise(Supra)","bissupsdevap01","ccssupwe-dergsup","bissuprabackupvault","12/1/2024 2:12:08 AM","12/1/2024 6:53:26 AM","04:41:17.2898682","Completed","Configured","LTIM","True","dev","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-dergsup/providers/Microsoft.Compute/virtualMachines/bissupsdevap01"
"Microsoft Azure Enterprise(Supra)","bissupsdevap05","ccssupwe-dergsup","bissuprabackupvault","12/1/2024 2:15:52 AM","12/1/2024 6:57:04 AM","04:41:12.0815995","Completed","Configured","LTIM","True","dev","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-dergsup/providers/Microsoft.Compute/virtualMachines/bissupsdevap05"
"Microsoft Azure Enterprise(Supra)","bissupsdevdb01","ccssupwe-dergsup","bissuprabackupvault","12/1/2024 2:11:37 AM","12/1/2024 7:17:57 AM","05:06:19.3570474","Completed","Configured","LTIM","True","dev","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-dergsup/providers/Microsoft.Compute/virtualMachines/bissupsdevdb01"
"Microsoft Azure Enterprise(Supra)","bissupsdevdb03","ccssupwe-dergsup","bissuprabackupvault","12/1/2024 2:20:40 AM","12/1/2024 7:19:24 AM","04:58:43.3184168","Completed","Configured","LTIM","True","dev","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-dergsup/providers/Microsoft.Compute/virtualMachines/bissupsdevdb03"
"Microsoft Azure Enterprise(Supra)","bissupsdevw01","ccssupwe-dergsup","bissuprabackupvault","12/1/2024 2:16:04 AM","12/1/2024 6:57:16 AM","04:41:12.7407785","Completed","Configured","LTIM","True","dev","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-dergsup/providers/Microsoft.Compute/virtualMachines/bissupsdevw01"
"Microsoft Azure Enterprise(Supra)","bissupsdevw02","ccssupwe-dergsup","bissuprabackupvault","12/1/2024 2:15:39 AM","12/1/2024 6:56:53 AM","04:41:13.1665562","Completed","Configured","LTIM","True","dev","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-dergsup/providers/Microsoft.Compute/virtualMachines/bissupsdevw02"
"Microsoft Azure Enterprise(Supra)","bissupsdevw04","ccssupwe-dergsup","bissuprabackupvault","12/1/2024 2:13:31 AM","12/1/2024 7:09:46 AM","04:56:15.5100985","Completed","Configured","LTIM","True","dev","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-dergsup/providers/Microsoft.Compute/virtualMachines/bissupsdevw04"
"Microsoft Azure Enterprise(Supra)","bissupsdevw05","ccssupwe-dergsup","bissuprabackupvault","12/1/2024 2:20:07 AM","12/1/2024 7:01:20 AM","04:41:13.5480988","Completed","Configured","LTIM","True","dev","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-dergsup/providers/Microsoft.Compute/virtualMachines/bissupsdevw05"
"Microsoft Azure Enterprise(Supra)","bissupsdevw06","ccssupwe-dergsup","bissuprabackupvault","12/1/2024 2:13:01 AM","12/1/2024 6:54:14 AM","04:41:13.1437823","Completed","Configured","LTIM","True","dev","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/CCSSUPWE-DERGSUP/providers/Microsoft.Compute/virtualMachines/BISSUPSDEVW06"
"Microsoft Azure Enterprise(Supra)","bissupsdevw07","ccssupwe-dergsup","bissuprabackupvault","12/1/2024 2:13:14 AM","12/1/2024 6:56:57 AM","04:43:42.7338343","Completed","Configured","LTIM","True","dev","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/CCSSUPWE-DERGSUP/providers/Microsoft.Compute/virtualMachines/BISSUPSDEVW07"
"Microsoft Azure Enterprise(Supra)","bissupLMprdap01","ccssupwe-lm","bissuprabackupvault","12/1/2024 2:20:49 AM","12/1/2024 7:17:01 AM","04:56:11.9489054","Completed","Configured","LTIM","True","prod","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-lm/providers/Microsoft.Compute/virtualMachines/bissupLMprdap01"
"Microsoft Azure Enterprise(Supra)","BISSUPSPRDAPP01","ccssupwe-prrgsup","bissuprabackupvault","12/1/2024 2:20:57 AM","12/1/2024 7:17:11 AM","04:56:14.1473724","Completed","Configured","LTIM","True","prod","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-prrgsup/providers/Microsoft.Compute/virtualMachines/BISSUPSPRDAPP01"
"Microsoft Azure Enterprise(Supra)","bissupsprdapp02","ccssupwe-prrgsup","bissuprabackupvault","12/1/2024 2:14:32 AM","12/1/2024 6:55:43 AM","04:41:10.9703308","Completed","Configured","LTIM","True","Prod","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/CCSSUPWE-PRRGSUP/providers/Microsoft.Compute/virtualMachines/BISSUPSPRDAPP02"
"Microsoft Azure Enterprise(Supra)","bissupsprddb01","ccssupwe-prrgsup","bissuprabackupvault","12/1/2024 2:15:43 AM","12/1/2024 6:56:58 AM","04:41:15.1734567","CompletedWithWarnings","Configured","LTIM","True","Prd","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-prrgsup/providers/Microsoft.Compute/virtualMachines/bissupsprddb01"
"Microsoft Azure Enterprise(Supra)","bissupsprddb02","ccssupwe-prrgsup","bissuprabackupvault","11/30/2024 1:37:20 PM","11/30/2024 2:03:42 PM","00:26:22.3462080","CompletedWithWarnings","Configured","LTIM","True","prod","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-prrgsup/providers/Microsoft.Compute/virtualMachines/bissupsprddb02"
"Microsoft Azure Enterprise(Supra)","bissupsprdwa01","ccssupwe-prrgsup","bissuprabackupvault","12/1/2024 2:11:27 AM","12/1/2024 7:07:42 AM","04:56:15.0771799","Completed","Configured","LTIM","True","prod","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-prrgsup/providers/Microsoft.Compute/virtualMachines/bissupsprdwa01"
"Microsoft Azure Enterprise(Supra)","bissupsprdwa02","ccssupwe-prrgsup","bissuprabackupvault","12/1/2024 2:18:15 AM","12/1/2024 7:29:27 AM","05:11:12.2946780","Completed","Configured","LTIM","True","prod","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-prrgsup/providers/Microsoft.Compute/virtualMachines/bissupsprdwa02"
"Microsoft Azure Enterprise(Supra)","bissupsprdwb01","ccssupwe-prrgsup","bissuprabackupvault","12/1/2024 2:11:41 AM","12/1/2024 7:07:55 AM","04:56:13.1988011","Completed","Configured","LTIM","True","prod","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-prrgsup/providers/Microsoft.Compute/virtualMachines/bissupsprdwb01"
"Microsoft Azure Enterprise(Supra)","bissupsprdwb02","ccssupwe-prrgsup","bissuprabackupvault","12/1/2024 2:17:39 AM","12/1/2024 6:58:51 AM","04:41:11.7724976","Completed","Configured","LTIM","True","prod","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/CCSSUPWE-PRRGSUP/providers/Microsoft.Compute/virtualMachines/BISSUPSPRDWB02"
"Microsoft Azure Enterprise(Supra)","bissupsprdwsfc1","ccssupwe-prrgsup","bissuprabackupvault","12/1/2024 2:15:07 AM","12/1/2024 7:11:18 AM","04:56:11.2859778","CompletedWithWarnings","Configured","LTIM","True","prod","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-prrgsup/providers/Microsoft.Compute/virtualMachines/bissupsprdwsfc1"
"Microsoft Azure Enterprise(Supra)","BISSUPSAD01","ccssupwe-prrgsupinfr","bissuprabackupvault","12/1/2024 2:20:30 AM","12/1/2024 7:31:44 AM","05:11:14.2334165","Completed","Configured","LTIM","True","prod","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/CCSSUPWE-PRRGSUPINFR/providers/Microsoft.Compute/virtualMachines/BISSUPSAD01"
"Microsoft Azure Enterprise(Supra)","BISSUPSAD02","ccssupwe-prrgsupinfr","bissuprabackupvault","11/30/2024 2:17:01 AM","11/30/2024 8:58:17 AM","06:41:15.4835656","Completed","Configured","LTIM","True","prod","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-prrgsupinfr/providers/Microsoft.Compute/virtualMachines/BISSUPSAD02"
"Microsoft Azure Enterprise(Supra)","BISSUPSAD03","ccssupwe-prrgsupinfr","SupraRSVault","12/1/2024 2:15:43 AM","12/1/2024 6:26:54 AM","04:11:11.0884746","Completed","Configured","LTIM","True","dev","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-prrgsupinfr/providers/Microsoft.Compute/virtualMachines/BISSUPSAD03"
"Microsoft Azure Enterprise(Supra)","bissupsprdbk01","ccssupwe-prrgsupinfr","bissuprabackupvault","12/1/2024 2:12:08 AM","12/1/2024 6:53:19 AM","04:41:11.1821741","Completed","Configured","LTIM","True","prod","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-prrgsupinfr/providers/Microsoft.Compute/virtualMachines/bissupsprdbk01"
"Microsoft Azure Enterprise(Supra)","bissupsrdg01","ccssupwe-prrgsupinfr","bissuprabackupvault","12/1/2024 2:15:05 AM","12/1/2024 6:56:17 AM","04:41:11.9672338","Completed","Configured","LTIM","True","Prod","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/ccssupwe-prrgsupinfr/providers/Microsoft.Compute/virtualMachines/bissupsrdg01"
"Microsoft Azure Enterprise(Supra)","bistysscom01","ccssupwe-prrgsupinfr","bissuprabackupvault","12/1/2024 2:16:52 AM","12/1/2024 7:13:08 AM","04:56:15.2152167","Completed","Configured","LTIM","True","prod","970364d2-afcf-44dc-9cb6-fc7696e8081f","/subscriptions/970364d2-afcf-44dc-9cb6-fc7696e8081f/resourceGroups/CCSSUPWE-PRRGSUPINFR/providers/Microsoft.Compute/virtualMachines/BISTYSSCOM01"
"(Development - IaaS)  -  Eco Energy","CMWEEEDDEVDAP01","cmweeedcochdrsg01","CMWEEEDDEVDRSV01","11/30/2024 9:07:45 PM","11/30/2024 11:48:57 PM","02:41:12.6148167","Completed","Configured","LTIM","True","dev","a2f5c391-a7ca-44ff-935f-ec9f4098816a","/subscriptions/a2f5c391-a7ca-44ff-935f-ec9f4098816a/resourceGroups/cmweeedcochdrsg01/providers/Microsoft.Compute/virtualMachines/CMWEEEDDEVDAP01"
